pan_id,name,dob,address,tax_filing_income,asset_flag
WhVPh2675Y,Panini Kurian,1977-10-18,"65/51, Sarin Path, Gorakhpur-789630",1231420,Standard
VGldh0935z,Baljiwan Chada,1977-04-18,"422, Mand Circle, Farrukhabad-766809",1074891,Standard
fZOGc8460r,Samar Hegde,1975-06-10,"H.No. 37, Prasad Ganj, Silchar 155446",1671530,Standard
jzcNB0539F,Neha Devi,1988-10-05,"53/649, Bhatnagar, Khora -856728",1600183,Standard
wuUYP5021Q,Yatan Bahri,2000-11-10,"H.No. 58, Chakraborty Street, Kharagpur-643956",949218,Standard
VzaCJ7844N,Vasana Oza,1960-08-13,"75, Biswas Path, Chapra 414925",1316154,Standard
NIlHW3164R,Zansi Nayar,2000-02-21,"76, Raghavan Path, Ballia-705549",1257139,Standard
XBIEQ4343F,Gayathri Roy,1993-05-20,"09/490, Ravel Chowk, Bihar Sharif-535977",1630582,Standard
hvPqD1001D,Bhavna Lall,1971-05-20,"87/225, Sidhu Path, Rewa 135474",1165646,Standard
PxDnN1685Q,Max Khanna,1964-11-11,"H.No. 80, Padmanabhan, Khora  758166",1608658,Standard
OOhXm0284A,William Kala,1999-08-12,"H.No. 407, Krishnamurthy Zila, Guntakal 147973",1487839,Standard
TuKvc4185H,Xalak Mander,1980-05-25,"H.No. 703, Rama, Surat-759001",1655649,Standard
KYPrK7067c,Rachana Gokhale,1991-01-09,"16/215, Khalsa, Raiganj 353673",1343635,Standard
AcFdD5589i,Tanish Madan,1960-11-01,"H.No. 13, Amble, Darbhanga-097427",799593,Standard
zRouE4936T,Riya Bhatnagar,1973-04-06,"00/735, Patla Marg, Pali 825263",847905,Standard
jGWHy7941B,Gaurang Date,2000-10-08,"142, Dutt Path, Gwalior-978925",1576866,Standard
CqOOr9465y,Tanish Golla,1980-07-12,"H.No. 11, Chatterjee Circle, Guwahati 673805",1731485,Standard
PPIgS2038L,Sai Sanghvi,1989-12-07,"47/14, Desai Marg, Bhopal 483335",1982025,Standard
lCkIn4011y,Rohan Agarwal,1989-08-09,"H.No. 77, Anne Nagar, Karawal Nagar-183762",769604,Standard
APESe9507O,Qasim Chandra,1988-12-24,"H.No. 88, Rana Circle, Dewas-869303",1691721,Standard
YzqNB2645D,Ikbal Chacko,1982-05-01,"39/064, Bali, Kanpur 425197",1623838,Standard
VxJKg0181m,Lucky Raman,1986-08-21,"H.No. 21, Koshy Path, Khora  625260",619325,Standard
KVWbJ2216T,Jeevika Majumdar,1990-01-11,"33/58, Thakur Ganj, Nellore 065735",1757266,Standard
qyKnX1745S,Jason Bal,1966-02-10,"H.No. 128, Gulati Ganj, Aurangabad 589799",1589877,Standard
DgFFf0359F,Rehaan Bali,1978-07-12,"H.No. 941, Kulkarni Street, Kolkata-164838",1429143,Standard
CyJqh9533W,Netra Shankar,1986-08-27,"H.No. 643, Nair Road, Muzaffarpur-730332",915318,Standard
vWFqv4967h,Chasmum Mand,1991-04-26,"73/181, Ram Path, Mau 270799",715296,Standard
Ahggd5947E,Manya Mohanty,1985-08-14,"56/572, Shah Circle, Rourkela 934854",1205927,Standard
MGqRy0390H,Omaja Apte,1984-07-19,"61/382, Soni Marg, Mango-779570",1872571,Standard
jyoFD3996L,Sachi Boase,2000-08-15,"35, De Zila, Malegaon 068243",1934726,Standard
dYjnN2333L,Zayyan Mammen,1980-10-27,"06/943, Rastogi Nagar, Bikaner 578652",1451447,Standard
GvpET9412d,Lavanya Lanka,1972-04-18,"75/31, Venkatesh Zila, Bardhaman 554280",863276,Standard
Wtixv5376Z,Varsha Samra,1992-06-30,"H.No. 203, De, Bhilai-170195",858081,Standard
LXKQi8663I,Veda Dutta,1990-05-15,"14/249, Rege Path, Gangtok-796441",1337451,Standard
WlIJG6033a,Aayush Bahl,1977-01-31,"874, Buch Path, Jaipur 201754",1935683,Standard
rHFNi5416Q,Christopher Luthra,1982-08-21,"50, Parekh Zila, Machilipatnam-442036",1068906,Standard
sVIZm0785m,Kashish Tripathi,1988-08-07,"83/680, Bawa Marg, Rampur-792326",1025733,Standard
vGTgN7148O,Abhimanyu Chandran,1979-11-11,"67/97, Bala Street, Etawah 920182",1980141,Standard
oTjKC8523a,Rudra Sood,1994-11-13,"15/85, Dash Path, Haldia 971492",1307691,Standard
tShYt0757l,Unni Khanna,1994-09-08,"25, Buch, Coimbatore-497736",1909683,Standard
tmOtm7724O,Daksha Shere,1990-05-03,"65/71, Ravi Path, Rajahmundry-299034",876742,Standard
sELAd8042O,Chandresh Mangat,1955-09-02,"57/376, Mani Street, Machilipatnam 225492",1408241,Standard
odMWf0369T,Daniel Chaudhry,1977-08-16,"117, Gopal Street, Bijapur-475690",1587768,Standard
iNZon0184v,Saumya Mohan,1966-02-26,"59/667, Butala Chowk, Kulti-226247",1915614,Standard
cUmjM3650K,Baljiwan Bhakta,1984-06-11,"14, Dhingra Road, Ambala 355404",866405,Standard
NFMjU2316T,Rachita Savant,1979-10-10,"34/39, Bahl Marg, Imphal 925287",1614160,Standard
mpZGg8357o,Anmol Srivastava,1970-11-04,"302, Sampath Ganj, Salem 247409",1354296,Standard
kdpow8537c,Elijah Ratta,1958-04-21,"510, Chakraborty Chowk, Raurkela Industrial Township-870940",1520373,Standard
vztef4224L,Kamya Pradhan,1960-12-26,"807, Borra Circle, Kulti-053494",886683,Standard
vSFWu1971w,Jairaj Ramanathan,1984-06-09,"24/63, Sani Nagar, Bulandshahr-185635",1910904,Standard
Beucs2007j,Dipta Rajan,1989-02-11,"77/14, Kale Ganj, Nagpur 901014",1737588,Standard
MjFGH6103G,Sarthak Barad,1974-02-24,"38, Comar Circle, Danapur-851856",1837567,Standard
QLyvz9050W,Lajita Srinivas,1967-01-03,"27, Agarwal Street, Ramagundam 237356",1637985,Standard
oUUTX4078b,Chandran Ratta,1996-02-08,"H.No. 454, Jayaraman, Surendranagar Dudhrej-467490",1980781,Standard
UACxe6688J,Vyanjana Chaudhuri,1960-09-27,"H.No. 60, Pau Path, Dhule-318073",1570295,Standard
iwHwB9200v,Wriddhish Singh,1987-06-22,"H.No. 316, Srivastava Chowk, Guntakal-615487",1165839,Standard
qQdix2012s,Ekani Bajwa,1999-10-25,"H.No. 90, Bansal Circle, Tezpur 673887",828641,Standard
znamZ2461Y,Yuvraj Vora,1969-12-24,"H.No. 914, Munshi Ganj, Srikakulam 930741",969591,Standard
urAWy7996j,Robert Parmer,1961-10-24,"527, Raval Path, Kolkata-230234",1591011,Standard
Cglxf0567Q,Zilmil Bassi,1972-11-17,"05/16, Sankar Marg, Hosur 239278",729972,Standard
ONcLJ8447y,Omaja Butala,1977-03-27,"95, Manda Circle, Avadi-022482",628222,Standard
mUepD4886p,Faraj Mital,1979-12-31,"H.No. 180, Rai Street, Dharmavaram 419396",1035951,Standard
qDYYf0610G,Harsh Dass,1976-06-25,"H.No. 76, Kakar Circle, Rajkot-341413",611965,Standard
JOgta1811v,Vincent Dugar,1976-06-13,"04/47, Thakkar Nagar, Vijayanagaram 940671",1926912,Standard
nebmg4878q,Madhavi Magar,1976-06-09,"757, Luthra, Malda-033744",1492833,Standard
CaMop9998M,Veer Ramaswamy,1996-11-12,"641, Rajan Nagar, Rajahmundry 675318",1538676,Standard
pfRcf0576b,Gaurangi Merchant,1982-09-21,"H.No. 36, Rama Nagar, Jaipur 474867",836193,Standard
XOOLH9486L,Yashoda Krishnan,1990-03-11,"H.No. 361, Bera Nagar, Bhind 177375",1573935,Standard
ZmcCH9493g,Ethan Sathe,1962-04-12,"H.No. 490, Chander Street, Baranagar-155967",1353423,Standard
QQHtQ4333K,Hema Prasad,1966-01-12,"03, Parsa Ganj, Mumbai-499926",1437690,Standard
ThVNE6536P,Warinder Chawla,1985-12-12,"24, Tandon Circle, Thiruvananthapuram-865392",1658884,Standard
QfqSf7687p,Sai Dash,1987-10-19,"H.No. 605, Chaudhuri Path, Berhampur-792116",665210,Standard
SZLJN2506m,Adya Ramaswamy,1975-08-05,"89/70, Minhas Zila, Karimnagar-039342",724187,Standard
zVLjx7186u,Christopher Narayan,1956-08-24,"H.No. 001, Bhakta Zila, Khammam-161973",1915679,Standard
OGfif8449o,Champak Vala,1964-07-19,"69/908, Sridhar Marg, Thiruvananthapuram-104481",931107,Standard
xuUAe7736M,Jonathan Bora,1991-02-10,"H.No. 631, Rao Circle, Bhilai-613023",1308714,Standard
MpBGm6416u,Odika Shere,1984-08-05,"239, Kari Zila, Tiruvottiyur 826712",552928,Standard
LqMNK6937u,Quincy Munshi,1967-08-13,"H.No. 48, Kothari Road, Hosur-811143",1055590,Standard
bMTHb3064u,Varenya Chada,1977-10-01,"06/27, Srinivas Circle, Tirunelveli 912046",1886936,Standard
AlUzz3721U,Tarak Dhingra,1967-12-21,"H.No. 802, Nagarajan, Udupi 737939",1607001,Standard
WweKP5795j,Siya Luthra,1960-10-31,"36, Arora Chowk, Dehri 256761",1605837,Standard
sUknn1258b,Brijesh Pathak,1982-02-07,"82/924, Dewan Circle, Rajahmundry-107883",1575409,Standard
TBwWs1273I,Manthan Gour,1955-03-17,"H.No. 197, Merchant Nagar, Tinsukia-416279",599233,Standard
ekNUU6365u,Garima Chand,1956-05-08,"H.No. 081, Mitter, Warangal 623003",1307647,Standard
ipucj6072V,Aarnav Gupta,2000-08-05,"43/753, Contractor, Chapra 809166",917697,Standard
NyJEU3166R,Aditya Kothari,1969-01-24,"H.No. 44, Bahl Zila, Navi Mumbai 649700",1902920,Standard
JbgvU8445P,Vrishti Ray,1975-05-24,"28/092, Char Road, Secunderabad-509699",1231333,Standard
vkTvx6131k,Nicholas Deol,1999-12-25,"83/77, Keer Road, Gopalpur 476253",982710,Standard
fhvXk9501u,Yashawini Saran,1967-05-20,"88/826, Kant Nagar, Raiganj-890304",893314,Standard
TWLEh5880I,Ekansh More,1963-12-16,"H.No. 54, Golla Path, Anantapur-967577",1508223,Standard
RmYCL9911Z,Andrew Mody,1977-07-28,"745, Chahal Zila, Mumbai-897015",663899,Standard
myTHM2213X,Darsh Amble,1990-01-01,"61, Tripathi Street, Chennai-461139",1090485,Standard
iDgOv9799S,Chanakya Kannan,1969-05-26,"858, Vala, Anand-843976",1192229,Standard
PaEpF3090L,Chameli Malhotra,1976-04-19,"H.No. 41, Seth Nagar, Amaravati-626543",855795,Standard
gSzbZ4759U,Zaid Om,1994-06-23,"90/799, Patla Marg, Hospet-756816",1091581,Standard
tRcFS7843n,Saanvi Chaudhari,1986-09-25,"H.No. 350, Swamy Nagar, Munger-233854",1522064,Standard
LLMvi0336J,Caleb Grover,1970-04-13,"65/327, Murthy Ganj, Kochi 972490",1847184,Standard
rEFes3223B,Bahadurjit Kibe,1979-04-25,"H.No. 70, Bansal Street, Bulandshahr 741364",1302136,Standard
ZEZzh4594X,Hritik Krish,2000-02-13,"06, Balan Path, Machilipatnam 222830",1027563,Standard
AJSwp5644Q,Aahana Prabhakar,1980-03-08,"50/26, Natarajan Ganj, Chennai 778943",837615,Standard
mKUMd3276q,Balendra Balakrishnan,1990-05-19,"96, Samra Street, Udaipur-209755",878832,Standard
XMcBP0617D,Ekalinga Oak,1962-05-12,"H.No. 393, More Road, Berhampore-972162",1991503,Standard
WRoLV1833O,Nakul Purohit,1999-03-05,"H.No. 530, Chada Chowk, Malegaon-008228",1985753,Standard
lDXdu3774s,Vritti Wason,1985-04-20,"H.No. 632, Vasa Street, Vijayawada-698044",1142985,Standard
LuiVr6658F,Agastya Saha,1956-05-07,"24, Goel Path, Surendranagar Dudhrej-787477",922764,Standard
CaZSS8840M,Omaja Nadkarni,1987-08-04,"H.No. 612, Varkey, Jamnagar-268092",1496185,Standard
TPWyq8261h,Avi Agarwal,1978-04-09,"H.No. 860, Ram Path, Hosur-316647",706211,Standard
DLHmh9512l,Kiaan Patel,1971-03-28,"H.No. 601, Chada, Miryalaguda 870170",1842653,Standard
xkcED8671P,Christopher Sinha,1974-06-08,"368, Pradhan, Kavali 724610",1297434,Standard
KadRE5110d,Watika Pathak,1956-12-07,"H.No. 02, Mani Path, Ujjain-920102",1669218,Standard
YMErP9759D,Victor Sami,1976-11-20,"H.No. 25, Rajagopal Street, Dehradun-416415",680857,Standard
YYRxf3740m,Tara Karpe,1985-04-01,"99/768, Puri Zila, Bettiah-571749",818466,Standard
NUzHG0584f,Anjali Banerjee,1990-02-08,"H.No. 86, Mander Street, Raurkela Industrial Township 445099",1175461,Standard
lqxWp9863u,Ridhi Chopra,1961-08-21,"08/518, Roy Road, Sasaram 932135",1442129,Standard
QndQD9618U,Anvi Wali,1955-08-04,"642, Tandon Path, Bangalore 548298",1922663,Standard
jeWZs7819E,Ati Sekhon,1975-10-13,"H.No. 29, Shah Ganj, Ongole-721461",1639392,Standard
IdZrw7275Z,Pratyush Sampath,1985-05-17,"88/77, Memon Path, Ozhukarai-741340",619439,Standard
SnAaS1929v,Qabil Setty,1977-09-04,"H.No. 63, Bala Circle, Jamnagar 844793",987726,Standard
exAJZ6561z,Kevin Khatri,1959-04-02,"65/948, Mutti Nagar, Kota-022743",657367,Standard
RlZPT3037W,Ekansh Yadav,1983-03-10,"H.No. 75, Guha Marg, Vasai-Virar-138078",1347263,Standard
WZdzA2878e,Chanchal Palan,1997-05-23,"35, Nanda Marg, Vijayawada 288252",673403,Standard
yBLcu1288N,Madhavi Vora,1976-02-18,"84/705, Basu Street, Vijayawada-298871",1570089,Standard
nByHB2320s,Saanvi Srivastava,1992-02-14,"85, Sinha Street, Dehri-603208",697229,Standard
rCfVa7783A,Vedant Kapadia,1973-02-14,"35, Ghose Marg, Bikaner 700453",1061011,Standard
EndiX5859D,Jonathan Garde,1992-07-02,"H.No. 424, Dua Nagar, Tiruvottiyur 468939",1362163,Standard
ggAEJ7704I,Jagvi Sama,1998-06-01,"73/865, Anne Marg, Alwar 673322",980117,Standard
IMvwI9124D,Ayush Anne,1999-11-20,"945, Mallick, Bidar-076089",1108529,Standard
iTdop5301K,Jacob Khurana,1989-05-11,"28, Kota Ganj, Khandwa-581080",827954,Standard
DrZmu1533z,Ansh Dayal,1998-04-19,"871, Raj Path, Narasaraopet-957945",1223227,Standard
NKxxb7595v,Wriddhish Ram,1964-02-22,"H.No. 485, Borde Road, Hapur 525207",780079,Standard
zPuge8821N,George Mistry,1980-06-29,"45/203, Deshmukh Nagar, Kharagpur-730882",1456400,Standard
RplUf4035Y,Bhavani Mangal,1955-09-05,"34, Krishna Nagar, Belgaum-805257",1755270,Standard
dTbsE9599M,Gaurang Deshpande,1999-08-17,"H.No. 46, Chadha Nagar, Raipur-434857",875214,Standard
XRNBS1339l,Prisha Sagar,1960-12-15,"421, Dora Zila, Dehradun-381301",1427199,Standard
ckNHM4948d,Ladli Sachar,1975-07-30,"191, Banik, Coimbatore 356831",1256800,Standard
OzFdt7236T,Veda Chada,1955-10-18,"18/74, Nagi Nagar, Gorakhpur-320344",1912608,Standard
FeqHE9560X,Hemani Bhardwaj,1988-10-09,"25/723, Purohit Zila, Kochi-037811",779548,Standard
mWKNy0570X,Darpan Samra,1982-03-04,"H.No. 599, Rau Road, Sikar-233700",1914723,Standard
aYbLF7158e,Chanakya Salvi,1968-06-28,"430, Nazareth Marg, Durg-888392",791793,Standard
UaKFl3759j,Lohit Prakash,1992-06-24,"H.No. 51, Contractor Ganj, Nagpur 482367",848308,Standard
TFmzK8838O,Maanav Khosla,1991-03-22,"H.No. 36, Sarna Road, Kadapa 664867",709756,Standard
FXfic4163z,Hitesh Shankar,1977-09-05,"77/60, Lad Zila, Anand 081144",583227,Standard
IhTtT1572n,Ekapad Bora,1983-03-15,"H.No. 460, Prashad Ganj, Hubli–Dharwad-605554",1588934,Standard
VzGpy6542G,Vincent Tata,1985-10-15,"H.No. 344, Mand Path, Tezpur 660030",1811214,Standard
PijFX1196j,Krisha Sinha,1973-03-13,"73/683, Pillai Circle, Amaravati-709340",1168003,Standard
RxcIh9916e,Nisha Lad,1956-05-02,"48/43, Sheth Chowk, Kanpur-279595",747574,Standard
wqsNV1429y,Forum Memon,1964-06-05,"56/275, Tella Street, Ahmedabad 617344",1527701,Standard
LlouR7945h,Simon Kari,1966-01-26,"89/710, Chana Nagar, Ahmedabad-812945",1428152,Standard
crXKt7613J,Gautam Mani,1966-11-06,"52/833, Gara Chowk, Secunderabad-798130",1331196,Standard
rODTE2656g,Harita Vasa,1993-02-27,"70/89, Bora Road, Morbi-161146",1298032,Standard
gLGpd4461W,Janani Mitter,1966-10-05,"885, Khosla Street, Karawal Nagar 877007",1170456,Standard
vplvg8812k,Azaan Gade,1966-04-27,"90/96, Sabharwal Marg, Siliguri-538395",1294250,Standard
zWQHi7164g,Akshay Gulati,1987-03-04,"03, Venkatesh Chowk, Dehri 693207",1601453,Standard
rGrMj0983R,Vyanjana Modi,1991-10-30,"29/650, Mangat Chowk, Mau-572676",1958370,Standard
GkGgC5419L,Wishi Sood,1994-04-26,"H.No. 345, Dixit Street, Gaya 269303",1762698,Standard
kxCop2645a,Triya Kuruvilla,1957-09-10,"H.No. 16, Oza Circle, Jalgaon-767512",816404,Standard
WOKLb5837d,Shaurya Ratta,1982-10-20,"763, Kuruvilla Ganj, Jalgaon-628372",578597,Standard
vWLng3722c,Veer Sinha,1958-08-24,"340, Sehgal Ganj, Shimoga 333188",552443,Standard
zOXfi3845x,Advik Luthra,1986-08-26,"H.No. 985, Sood Zila, Aurangabad-806455",1527595,Standard
xFQSI4421Y,Ubika Dugar,1984-08-18,"H.No. 32, Hora Chowk, Nagaon 934288",1003359,Standard
MDNMD3903R,Siddharth Buch,1980-05-11,"198, Salvi Path, Mirzapur 025066",1141935,Standard
zPDot6860F,Urishilla Chander,1975-04-17,"895, Chakraborty, Ahmednagar-242762",692116,Standard
KWzpR2155C,Samesh Sachdeva,1970-07-13,"40/38, Pall, Baranagar 565317",1185201,Standard
cdjVf0873b,Unni Jani,1980-11-23,"25/673, Garde Street, Anantapuram-493916",1877879,Standard
hcMat6019J,Meghana Bajaj,1985-02-16,"44, Hora Chowk, Kottayam-954176",1681889,Standard
mFgAs0909X,Hritik Atwal,1974-06-16,"466, Mital, Kumbakonam 387805",1086869,Standard
QvyBw2890f,Saanvi Mitter,1985-08-08,"88/83, Mahal Chowk, Bilaspur-096859",1455642,Standard
kVudj3806p,Yasti Ramakrishnan,1974-02-08,"H.No. 34, Parmar Ganj, Dehri-952121",938507,Standard
GCeaH5603I,Shaurya Narayanan,1976-02-22,"60, Bhargava Road, Morena-474769",1910537,Standard
llhZv1161c,Nidhi Munshi,1978-12-02,"90/041, Verma Path, Thrissur-528660",1778326,Standard
uVaXb1385k,Vasatika Hans,1990-04-27,"H.No. 124, Shroff Path, Hosur 580619",998564,Standard
hmzOY4999U,Balhaar Parekh,1977-11-22,"93/968, Bumb Chowk, Kumbakonam 708049",958073,Standard
WJTYx2932b,Harrison Sami,1960-09-21,"213, Pandit Road, Bhavnagar-940037",883885,Standard
HJwyj1775T,Aadhya Zachariah,1955-06-30,"H.No. 126, Bali Street, Allahabad-951657",1782004,Standard
JBdPe1211I,Jairaj Deep,2000-06-29,"025, Trivedi Path, Amaravati-062314",1405584,Standard
QSGSM5968g,Lila Chokshi,1993-11-11,"H.No. 50, Gade Path, Amritsar-036081",1001510,Standard
XaqqV6418Y,Brijesh Borra,1996-08-13,"H.No. 08, Mahajan Ganj, Phusro-449506",1662195,Standard
cAiSD0958q,Mitali Sankaran,1995-06-15,"07/42, Mahal, Farrukhabad-904957",570604,Standard
mRWOI7625s,Nidra Ramakrishnan,1996-03-07,"016, Tandon Road, Loni 174685",1705502,Standard
iMZCy9026f,Madhavi Ram,1964-05-09,"H.No. 349, Datta Circle, Silchar-701656",1142471,Standard
ckexF2774i,Gabriel Divan,1976-12-15,"352, Ramakrishnan Path, Mumbai-894961",1190478,Standard
dvXja7215O,Vedant Narayanan,1968-07-31,"18/456, Narayan Nagar, Tumkur 322109",1148189,Standard
qVoUg1294Y,Falan Mand,1957-02-17,"H.No. 37, Dora Chowk, Ranchi-116823",932543,Standard
KRVHf1379G,Alexander Basak,1993-08-07,"H.No. 26, Sheth Path, Bellary-587745",1999484,Standard
GHIjm2634V,Manthan Murty,1976-03-05,"535, Bir Zila, Hajipur 805034",1514089,Standard
VHlGE5538k,Adweta Sastry,1982-01-08,"60, Dave Circle, Dewas-871207",1879937,Standard
TyJxM5313m,Kamya Deshpande,1981-12-24,"07/414, Kannan Road, Bhilai-614452",669041,Standard
wTDtr9964n,Ekapad Srinivas,1961-08-09,"334, Seshadri, Bhiwani 010034",1401373,Standard
MFxVT3449I,Odika Biswas,1991-02-20,"60/21, Dube Path, Medininagar 376382",999737,Standard
nnhkk7490l,Ekanta Lalla,1992-11-29,"H.No. 473, Muni Zila, Tenali 477740",1915763,Standard
yAWwz7036a,Shivani Purohit,1964-07-02,"H.No. 282, Kala Zila, Siwan-784726",1177726,Standard
matUX4393x,Ojas Bansal,1982-05-27,"H.No. 485, Chandra Ganj, Panihati-435849",1608815,Standard
QtZBw8118g,Advika Golla,1963-01-29,"37/817, Mohanty Nagar, Gandhinagar 811659",1966728,Standard
KqkeN5585p,Rudra Chawla,1969-03-21,"65/972, Ratta Chowk, Purnia-775935",1599833,Standard
XtfFq8613M,Hiral Kannan,1992-10-26,"672, Iyer Ganj, Unnao 150011",826471,Standard
vtHat1391s,Rushil Sachar,1972-02-11,"H.No. 499, Chahal Nagar, Loni-164790",1871144,Standard
vEoHQ4991b,Suhani Raj,1986-06-13,"20, Ramesh, Ranchi-372643",764331,Standard
ZyKKC2058k,Janani Singh,1962-01-26,"79/327, Amble Chowk, Bhiwandi 491773",929232,Standard
BGvAG2609J,Dev Banerjee,1990-08-31,"586, Memon Chowk, Jammu 447026",1337573,Standard
FQBZW3276w,Aishani Natt,1990-04-16,"94, Lanka, Vijayawada-534745",1155379,Standard
XxpCF0240k,Anjali Viswanathan,1996-08-12,"945, Khalsa Nagar, Karnal-807805",1344652,Standard
UIxzL3833m,Jai Kota,1982-09-23,"80/407, Shanker Ganj, Pimpri-Chinchwad-150632",621332,Standard
cZVjA4051x,Siya Sankaran,1969-01-15,"74, Lata Marg, Bhiwani-332739",1232731,Standard
vMjYd9741T,Ekaraj Bera,1961-01-24,"76/078, Narang Zila, Katni 849779",713783,Standard
pbBfq7383q,Ekanta Sekhon,1999-08-14,"78/935, Padmanabhan Nagar, Alappuzha 270687",1063316,Standard
EfOSI5670R,Nathaniel Gopal,1971-04-20,"912, Swamy Ganj, Nizamabad-998413",678576,Standard
CavSG3768X,Vrishti Bhatti,1958-01-29,"H.No. 064, Tandon Nagar, Malda-847848",915509,Standard
HXwDn3034B,Bhavani Amble,1974-10-31,"28, Anne Nagar, Kochi 883643",1571236,Standard
uVNGr1678q,Benjamin Mutti,1995-01-05,"207, Sarin Path, Tiruvottiyur-699015",779384,Standard
MMQNz2302y,Theodore Bail,1995-11-18,"H.No. 65, Aggarwal Road, Ludhiana-991540",1462506,Standard
bhjOM2732w,Girik Narain,1955-04-28,"318, Barad Street, Hazaribagh 048109",906173,Standard
HsTCn3054H,Sachi Sunder,1995-11-09,"82/45, Khalsa Path, Dindigul-827238",536221,Standard
LwgGv2642l,Janya Sibal,1983-07-11,"H.No. 90, Bera Ganj, Ramgarh 954487",1827400,Standard
TWsGJ6150s,Eshana Balasubramanian,1989-10-04,"H.No. 64, Khanna Nagar, Indore-695559",1838532,Standard
GedGW3558T,Michael Sekhon,1984-11-15,"77, Magar Chowk, Ramgarh 541238",1582952,Standard
ZZpEM7249E,Anay Tak,1959-04-03,"H.No. 94, Mukherjee Circle, Surendranagar Dudhrej 166239",1735406,Standard
jvxLo5671v,Om Seshadri,1984-05-07,"06/41, Dua Street, Siliguri-653145",1781029,Standard
FOddv1341s,Gayathri Khosla,1974-09-29,"55/62, Samra Zila, Kurnool 766808",755514,Standard
ZVLfb9504G,Charan Memon,1968-09-11,"H.No. 557, Nagi Circle, Tiruchirappalli 933686",547202,Standard
QRAcH0931K,Aryan Chakrabarti,1957-04-19,"39/11, Pingle Zila, Malegaon 264009",1614724,Standard
BpFLc3339l,Warinder Sem,1990-04-29,"89/38, Mander Road, Saharsa-676634",1273651,Standard
tGSfl2083s,Nidhi Saran,1974-11-26,"644, Kurian Nagar, Karaikudi-279663",1438732,Standard
fRSJE7958C,Anjali Ganguly,1976-03-12,"14/469, Natt Ganj, Tiruchirappalli-566423",1316849,Standard
OyYYL9402W,Keya Loyal,1995-02-12,"81, Yogi Zila, Kolhapur-324687",1447057,Standard
DnoFT2203J,Chatresh Ram,2000-12-28,"67/48, Tandon Path, Faridabad 559657",1221938,Standard
yJRad6578w,Ekalinga Deep,1981-12-11,"H.No. 49, Kala Road, Rajahmundry-705614",1815319,Standard
Zqlcd6534s,Gagan Uppal,1984-05-16,"15, Bedi Street, Anantapur-919850",1488473,Standard
pouJu5651d,Adya Guha,1967-08-28,"63, Suri Street, Alwar-338106",1030303,Standard
VFccx0891j,Finn Wadhwa,1973-03-19,"49/659, Bail, Mira-Bhayandar 025996",1429164,Standard
uGmct1143a,Varenya Peri,1963-06-06,"10, Dua, Moradabad-897453",525624,Standard
pjcsp7147f,Sachi Manda,1971-12-18,"66, Rao Path, Akola 361655",1412304,Standard
qDuvv8062j,Tanmayi Dewan,1958-09-16,"70/275, Amble Zila, Raurkela Industrial Township-870690",1736509,Standard
lfSHf5711y,Samaksh Gole,1971-06-03,"33/05, Wagle Road, Ballia 165707",773585,Standard
gTHoc9432j,Patrick Randhawa,1973-01-23,"51/902, Modi Nagar, Amritsar-488051",1624867,Standard
szXxU0933p,Omaja Jain,1971-03-25,"54, Shroff Ganj, Delhi 164377",568736,Standard
aVrCd0217h,Harita Gara,1992-07-29,"97/178, Rai Path, Malda-975059",1045102,Standard
pbWSe1739d,Janani Chacko,1980-10-10,"17/936, Tata Road, Kadapa-406545",813217,Standard
xDbQF2593y,Abeer Lal,1981-09-12,"85, Din Marg, Hospet-926026",1395173,Standard
GbVhb1186M,Rajata Aggarwal,1995-01-05,"08/17, Bawa Nagar, Bhavnagar 628058",690166,Standard
YdfrQ7777L,Krish Rajan,1989-06-29,"H.No. 956, Rattan, Raebareli-773595",980469,Standard
kjcwh6919n,Nandini Khatri,1993-09-27,"89/250, Tandon Nagar, Aligarh-748673",950865,Standard
iUhFU5818F,Yashodhara Sengupta,1974-03-23,"35/99, Mohanty Path, Jorhat-569997",1229887,Standard
XcfNm1252d,Aachal Sandhu,1998-08-09,"71, Chakraborty, Bhimavaram 353031",1002460,Standard
ncuPz3878H,Yutika Sood,1980-06-20,"H.No. 52, Garg Marg, Bhavnagar-874781",1358742,Standard
zLQLm1282s,Jason Seth,1970-09-23,"931, Sharma Chowk, Thanjavur-394750",1646324,Standard
UEXKf5577D,Samar Borah,1963-07-27,"H.No. 53, Kota Path, Coimbatore 750927",756698,Standard
GcUYm2094y,Shravya Pandey,1983-06-14,"391, Wason Marg, Jaunpur-885506",1404620,Standard
PrrZg9439d,Amol Mital,1964-12-14,"H.No. 93, Mallick Path, Raipur-181889",1642456,Standard
njWOL6991p,Saumya Nagi,1969-04-28,"H.No. 157, Gulati Nagar, Berhampore 601642",570201,Standard
usAka6245l,Vihaan Om,1972-01-31,"394, Suri Nagar, Raiganj-434660",732371,Standard
RdUQd9547A,Zaid Vora,1960-04-06,"51/63, Deol Path, Rampur 202241",1138732,Standard
yGcMv7561B,Frederick Wadhwa,1977-11-15,"336, Parsa Marg, Kolhapur 915658",1311787,Standard
QxUEJ1791k,Forum Goel,1975-09-18,"H.No. 911, Dutta Road, Ambala-414013",1235150,Standard
LmLhs8569k,Ekanta Dube,1955-06-01,"01/740, Behl Street, Aizawl 988866",1126064,Standard
eSIjD5948l,Yug Rajan,1986-02-16,"44, Dasgupta, Jhansi 180113",888508,Standard
